id,make,model,currency,price,millage,year,promoted,sold,created_on,,
11651046462969175,BMW,116,BGN,8999,216000,2009,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11651046462969175&slink=s4maga,2023-04-24,DEALER
11679597200546803,BMW,116,BGN,0,214000,2015,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11679597200546803&slink=s4maga,2023-04-24,DEALER
11650915636438071,BMW,120,BGN,0,165000,2008,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11650915636438071&slink=s4maga,2023-04-24,DEALER
11679643093858855,BMW,318,BGN,2200,211623,1997,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11679643093858855&slink=s4maga,2023-04-24,DEALER
11645520027627600,BMW,320,BGN,8333,178649,2007,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11645520027627600&slink=s4maga,2023-04-24,DEALER
11680250209965811,BMW,320,BGN,8400,210000,2006,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11680250209965811&slink=s4maga,2023-04-24,DEALER
11675198605360701,BMW,320,BGN,27500,156400,2018,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11675198605360701&slink=s4maga,2023-04-24,DEALER
11663361820171577,BMW,320,BGN,28888,172620,2015,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11663361820171577&slink=s4maga,2023-04-24,DEALER
11681416884645991,BMW,320,BGN,32700,241000,2013,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11681416884645991&slink=s4maga,2023-04-24,DEALER
11681416884645991,BMW,320,BGN,32700,241000,2013,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11681416884645991&slink=s4maga,2023-04-24,DEALER
11680178083143923,BMW,320,BGN,83900,25706,2021,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11680178083143923&slink=s4maga,2023-04-24,DEALER
11679426382748117,BMW,330,BGN,13990,250000,2006,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11679426382748117&slink=s4maga,2023-04-24,DEALER
11681409381273677,BMW,330,BGN,16800,220000,2009,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11681409381273677&slink=s4maga,2023-04-24,DEALER
11675199813766472,BMW,330,BGN,43800,190790,2018,false,true,//www.mobile.bg/pcgi/mobile.cgi?act=4&adv=11675199813766472&slink=s4maga,2023-04-24,DEALER
